"id","price_doc"
30625,7723802.67658399
30626,6025850.79795463
30627,5244909.75056377
30628,7643703.23327987
30629,5646394.09127993
30630,5025676.743159
30631,6563832.60052187
30632,4715745.96597556
30633,4721366.42385333
30634,9072717.22014418
30635,10078369.753065
30636,5857171.67543549
30637,9772670.27612216
30638,6156472.44547217
30639,9386425.72260783
30640,5322315.12500269
30641,7554564.92596411
30642,7210403.80166875
30643,6776984.92268602
30644,9837659.03404549
30645,6988349.69701257
30646,5638172.07537101
30647,5512540.22832776
30648,15007822.411054
30649,2590242.53652427
30650,5677631.37533639
30651,2827827.24210664
30652,5326367.12009769
30653,6743441.0296817
30654,4683369.2217022
30655,16554483.4574619
30656,4771561.21934869
30657,5672089.51889487
30658,10154296.7022194
30659,5688655.38508365
30660,7742918.94818552
30661,7403403.52541688
30662,9298807.25054555
30663,11394636.5445264
30664,12580877.9410861
30665,6216633.84097996
30666,2676523.69302943
30667,4566122.30097634
30668,8248435.69097579
30669,4647893.57863563
30670,2762175.7856948
30671,7537976.57244693
30672,19195993.0780664
30673,7039372.70816195
30674,8601951.17856442
30675,2267017.2566243
30676,6200073.51751103
30677,5032511.21127537
30678,8132358.77256266
30679,4662966.56780058
30680,5493248.7100903
30681,2767961.30851153
30682,8356449.16419998
30683,10382971.8394009
30684,4719754.75142142
30685,6224423.0275339
30686,10080849.8208616
30687,5676683.8972718
30688,5324609.86135147
30689,15822662.8002389
30690,15274721.5608679
30691,5617021.16583696
30692,6853777.53389925
30693,10184807.9773275
30694,7509068.56847579
30695,7034983.59853414
30696,6861573.20092736
30697,13593705.5873759
30698,5412164.92956764
30699,6364245.23698254
30700,5683460.48830702
30701,9835088.72278398
30702,6181399.34639745
30703,4178616.58217235
30704,11304949.2895969
30705,9541917.64622778
30706,14419976.6130831
30707,3020132.67959275
30708,8952098.15623828
30709,7349917.16820014
30710,5731735.85918142
30711,4834446.03508748
30712,4814868.1580132
30713,7120571.23040183
30714,8017158.3918699
30715,3753511.65397493
30716,10384160.1443379
30717,6353656.85072987
30718,8105205.2372374
30719,9687264.87319883
30720,6425021.41914517
30721,7177575.2942108
30722,5679775.9666898
30723,6429870.00437686
30724,10901307.5106268
30725,6305847.81441402
30726,10265589.0673771
30727,10096359.263125
30728,10992362.1903005
30729,2980475.4466015
30730,6424139.13717171
30731,6418584.77026279
30732,4299804.19646225
30733,8148825.09615459
30734,7742431.60474634
30735,5900903.64153685
30736,6112921.4774605
30737,6283276.69655444
30738,6323293.66735861
30739,2829915.35690271
30740,6896671.49621199
30741,8679368.99840785
30742,5043263.6889893
30743,5697467.18150194
30744,9576779.12650189
30745,6574137.98633698
30746,5918340.96724123
30747,16936430.4972337
30748,13932351.3018191
30749,5762241.67844961
30750,6436207.48446275
30751,4366974.83466285
30752,6792416.81028925
30753,9528931.85800685
30754,5340084.48990539
30755,3142924.9309415
30756,6855392.18338508
30757,5121784.7219263
30758,8284297.32314446
30759,5830415.38069234
30760,3142924.9309415
30761,8991147.71200883
30762,6653903.21402656
30763,12211633.5142626
30764,6207090.12712531
30765,6598477.58355873
30766,4034649.12247509
30767,9701021.51472022
30768,5232539.56594872
30769,6505551.61293332
30770,6214588.79490762
30771,3618298.84095667
30772,8636771.32402043
30773,7500115.24071502
30774,5923140.45738776
30775,9322532.85516672
30776,4940273.43992031
30777,6218039.08864239
30778,8917673.471642
30779,6685082.45065139
30780,8395526.21952002
30781,7550063.39547352
30782,4738191.20346093
30783,5724710.62166897
30784,4101865.01110062
30785,5871578.4758708
30786,5014124.869272
30787,6404857.2860797
30788,5753236.42583974
30789,6190124.26635925
30790,7024953.96500291
30791,9630724.62564364
30792,7714291.67406173
30793,9155672.85374637
30794,12209514.1403565
30795,8566462.58435197
30796,7577683.75256877
30797,14589036.4466583
30798,3091974.23324563
30799,8999177.14660468
30800,8312034.98717437
30801,6349907.23831229
30802,11234359.409294
30803,3713534.00331975
30804,4018099.38938872
30805,9603796.42835919
30806,7874285.98765464
30807,6211975.67209574
30808,11181813.04557
30809,4953620.02294649
30810,8296386.03365209
30811,4798800.70796136
30812,5010023.72604018
30813,4996415.57889187
30814,2833912.42849828
30815,4560630.10838643
30816,6707414.41568199
30817,2212625.13896068
30818,7593787.34755753
30819,9100273.67437949
30820,4605390.09106789
30821,12522463.4367614
30822,9535367.97956037
30823,7131240.62564542
30824,4249904.48936321
30825,5267145.3423171
30826,8469082.93837517
30827,5515253.595089
30828,5797032.63866429
30829,5728211.23772602
30830,9295757.14698444
30831,7083475.49390233
30832,5386979.093046
30833,5932620.98672369
30834,4914301.96849921
30835,6668011.85600893
30836,6406280.64289465
30837,6362576.36583218
30838,4094493.90375217
30839,7098941.79298379
30840,9202119.77340046
30841,9722527.57016529
30842,7895084.69922134
30843,6050341.14602369
30844,7330988.09141811
30845,8847777.72826206
30846,5095033.9503506
30847,5074512.08599815
30848,8037537.25911158
30849,5169744.24228231
30850,4794701.92083274
30851,4860899.35850936
30852,6437515.02121272
30853,4232261.91256698
30854,6235497.70875128
30855,7942192.70931678
30856,7038969.92349128
30857,2788989.71689906
30858,5135386.58877074
30859,6083517.2735861
30860,6107490.5763392
30861,8938721.53728647
30862,7008505.83281998
30863,5434368.42804965
30864,6590352.29334174
30865,8778672.60447965
30866,6869665.99160198
30867,6971388.88468237
30868,7842532.41069811
30869,6227718.4202628
30870,3643628.81226084
30871,7314493.04645026
30872,4752564.3260909
30873,4290694.09596013
30874,5020713.79253819
30875,5786808.44510075
30876,5715535.08621964
30877,9730412.07233332
30878,5968998.49112
30879,8553009.63115651
30880,6490629.09220008
30881,2229013.67955375
30882,9776865.15169985
30883,4368353.5589214
30884,6016209.8092244
30885,5495522.80736054
30886,7032863.84737101
30887,5437053.68766718
30888,4877584.05463704
30889,4301941.14708566
30890,6946746.89803113
30891,4070409.83145258
30892,4074942.46785
30893,5196768.32387156
30894,5875538.71001204
30895,5062514.81827831
30896,5928367.854509
30897,7280051.9192196
30898,7940246.36144369
30899,7379795.84257086
30900,3964339.67478503
30901,6750918.04897679
30902,2276932.17397255
30903,7229021.52219981
30904,7085218.58337295
30905,5972614.31160798
30906,5501526.96110034
30907,10913124.1048285
30908,4792256.21181417
30909,12455194.3587703
30910,6889256.42689243
30911,3988267.75155252
30912,7471879.72045642
30913,19100632.9999695
30914,5822641.68226191
30915,7566772.15820486
30916,5285249.6509841
30917,11116528.5842195
30918,7111301.16429609
30919,3151193.4263148
30920,5214043.94356766
30921,4793755.48915233
30922,6639558.47570839
30923,3967444.8366394
30924,5544104.92496111
30925,13284000.828765
30926,6276598.94394062
30927,6940343.5388875
30928,4671574.90995613
30929,5544104.92496111
30930,7197844.73331917
30931,11556274.5093058
30932,4654138.84006332
30933,4887777.10320445
30934,11996883.4754448
30935,7793934.03862845
30936,7690051.99151155
30937,8171923.06623077
30938,3414529.26609048
30939,7841642.43369955
30940,7554953.98413871
30941,5799498.86613142
30942,4124132.77553588
30943,5985489.57895476
30944,5049471.9323066
30945,4404710.6191925
30946,10121251.044265
30947,7064120.94325721
30948,8281042.94724438
30949,6607639.96227812
30950,5265402.6003524
30951,12723254.6678887
30952,7462785.6882052
30953,9187212.95587256
30954,4843029.15297786
30955,7017367.50920554
30956,7159513.38285211
30957,6090448.44304022
30958,15631195.9790172
30959,7571139.24144572
30960,6578195.66117121
30961,7695840.54199057
30962,9219090.29897776
30963,4316876.04813558
30964,4909776.75463423
30965,6979085.36991042
30966,8766073.42902812
30967,9154101.31305598
30968,3899236.05780715
30969,3977446.26080789
30970,6179230.35129453
30971,8288058.8255741
30972,4018348.47445312
30973,4822326.44762134
30974,5743450.97127177
30975,7241448.52498748
30976,5084384.44082995
30977,7213457.55992607
30978,7305061.08505617
30979,3927371.62271
30980,5993892.24634227
30981,5851850.79285274
30982,7038137.57487003
30983,4255550.04760636
30984,6002043.40015248
30985,4653064.83886346
30986,9891583.47438805
30987,7951233.95112787
30988,5848955.09470131
30989,7116871.25678483
30990,8215698.26590715
30991,6404026.6317054
30992,2678234.43653526
30993,6623583.15079218
30994,5607863.13809046
30995,5885784.95661543
30996,6008560.84312433
30997,6882958.57381213
30998,4044191.24590765
30999,5278842.13943816
31000,7101284.62697423
31001,6513684.16568663
31002,9856873.18935548
31003,7147029.32343852
31004,4995534.14012957
31005,3303688.72053149
31006,8594661.39249363
31007,6467624.78162203
31008,5541461.91943877
31009,7329065.71510791
31010,6019659.03855136
31011,4986642.69824142
31012,6189274.24038585
31013,5829414.60928757
31014,13608466.5923856
31015,6187432.91785469
31016,4954134.98109567
31017,9657157.30372816
31018,4979818.28179352
31019,5231910.84614094
31020,7335505.91183286
31021,11368651.1644053
31022,22288945.4895549
31023,10022203.5501791
31024,5340104.86075376
31025,5513165.86693761
31026,5555452.43194695
31027,5203542.66618688
31028,4869106.8610929
31029,6920310.83728844
31030,7404003.68686553
31031,9449260.45546219
31032,9571958.04816775
31033,7343548.35890749
31034,7117108.8119894
31035,9425967.4037052
31036,7509433.79890382
31037,19356293.3412965
31038,5002117.71536815
31039,7729550.28873472
31040,5562683.73340679
31041,5049105.96356817
31042,4461854.23988263
31043,6380635.5271787
31044,7233207.47246408
31045,6721123.71974841
31046,12371568.7534329
31047,5863408.78595118
31048,6329984.87849511
31049,5235299.84091392
31050,6773980.27655433
31051,6669570.02062213
31052,4199906.91605384
31053,14975396.5694018
31054,6472641.31711266
31055,5681124.87453919
31056,11249368.9163684
31057,5513628.56972971
31058,5943414.53973892
31059,2831999.61197938
31060,7200488.0127834
31061,6565566.78295694
31062,6713980.63132662
31063,3980072.01412973
31064,5731151.00452741
31065,8170310.00115587
31066,5233777.26691577
31067,7451755.27556977
31068,4900238.76243604
31069,5415923.7652215
31070,4665248.41251925
31071,3769251.97580729
31072,6538454.64396202
31073,2210088.11452642
31074,6767891.07285911
31075,6744437.91571702
31076,7307207.12844902
31077,5947400.53793671
31078,4878202.76034394
31079,4894293.34675344
31080,7977749.93010684
31081,2702245.8574998
31082,7413605.81928994
31083,5003696.96441328
31084,9643977.89461887
31085,11676717.3031139
31086,4181885.59322851
31087,5370277.58256674
31088,9300900.3422458
31089,6396116.38684368
31090,28805828.3649597
31091,3882945.51901892
31092,7137166.65474042
31093,6311515.28969894
31094,5795728.06370443
31095,4722717.41115953
31096,15151892.9171533
31097,10341387.8260103
31098,8471667.89209511
31099,18465113.6277173
31100,4999952.42611811
31101,4428592.87480123
31102,5510080.42221222
31103,9293895.65697524
31104,5612378.73129233
31105,7568836.28353269
31106,5217441.26789777
31107,8169842.50558562
31108,7639294.29465363
31109,5028337.48442908
31110,9351222.62073809
31111,8578267.63683024
31112,5577238.41270148
31113,4017620.42304514
31114,5089250.16192911
31115,5109471.03073978
31116,5905210.28134188
31117,5870520.25165458
31118,4229982.07359179
31119,3911399.94630848
31120,5241849.45847348
31121,5549082.48048878
31122,6014328.20164832
31123,4765390.16263314
31124,5617524.72852644
31125,16046165.4699207
31126,15690429.3707699
31127,6020617.82769321
31128,6239304.7168196
31129,5102619.63788466
31130,13383746.029193
31131,6646501.95099962
31132,9217332.0645429
31133,8635601.79636419
31134,6854254.69840547
31135,9087056.94519958
31136,8833874.56724927
31137,4618413.31000669
31138,6574664.65278228
31139,4289748.96522992
31140,6109797.5368396
31141,5378883.46373256
31142,9921513.51754257
31143,5606146.66843934
31144,4007613.52743912
31145,5899007.46487315
31146,4977524.9822723
31147,9390669.73736902
31148,6287448.65257564
31149,2287752.09209553
31150,8027838.97954982
31151,4084424.07537748
31152,7471893.97195149
31153,4947675.89844552
31154,13324271.9200202
31155,6140148.50796437
31156,8022489.25744089
31157,4949625.01136099
31158,7114577.56022183
31159,6210613.25492152
31160,5381264.17307075
31161,3930361.61695868
31162,5549505.85811074
31163,4946954.02483713
31164,6091395.27037905
31165,5988344.36385255
31166,5921118.55082126
31167,5179312.84763721
31168,7822051.17271738
31169,5988218.72468479
31170,5285511.75868883
31171,10878459.6319147
31172,4950776.90619026
31173,8525858.0924564
31174,7315379.00703038
31175,10121965.3454507
31176,4748699.76142143
31177,7973095.08482332
31178,5088192.21149661
31179,4659988.06136469
31180,4931367.48396445
31181,7309632.63737151
31182,6658689.5604752
31183,7844664.27886933
31184,5530048.05891876
31185,5032986.37209252
31186,7221152.70791089
31187,3958665.14370355
31188,4800471.41901186
31189,5628351.51702955
31190,5606841.74860155
31191,9523735.22636259
31192,3419961.9184395
31193,6541242.53222344
31194,7279781.15507478
31195,6384695.54613432
31196,5051148.02274168
31197,10557549.3738375
31198,6863850.78891365
31199,7707136.70833421
31200,9658188.85460844
31201,4165220.47070673
31202,4725573.76954179
31203,6581107.18944911
31204,4138063.62358786
31205,8098336.42207746
31206,4882331.02320889
31207,4966311.12311955
31208,3515427.17779409
31209,5118791.38896655
31210,6627981.0626965
31211,5907683.09256081
31212,6315067.57626394
31213,8525980.05672138
31214,7561563.82824372
31215,4722091.40565224
31216,5970307.90546871
31217,7185465.14827454
31218,8229491.77539866
31219,3752602.53842033
31220,6591848.30517349
31221,4231680.73961052
31222,5994955.55794665
31223,9426398.90017205
31224,6086273.70305094
31225,8934375.03303158
31226,6328119.79912314
31227,9189473.7293677
31228,7343086.15206249
31229,4632953.26023491
31230,5725573.28931086
31231,5044115.06570846
31232,6651815.82017798
31233,7429991.33549751
31234,5594338.14565671
31235,5058586.35836121
31236,5838494.55541303
31237,7276421.74047614
31238,7831254.38068202
31239,10996052.8730615
31240,6078292.19144813
31241,7279850.58081853
31242,7142307.43804286
31243,4176795.81557111
31244,7264925.41027748
31245,7825625.18061042
31246,8656025.3734517
31247,5116590.23333144
31248,6114606.50369712
31249,9690665.23661704
31250,6122980.21102252
31251,7089645.79569537
31252,6328125.8340923
31253,7434619.79927281
31254,6081869.81528068
31255,9762125.79042744
31256,6350494.67268924
31257,4914086.38757979
31258,7612429.37672572
31259,8802036.39151136
31260,5437862.63582894
31261,14731643.4666876
31262,5928401.77700474
31263,6080274.9903217
31264,4206280.24436007
31265,12209164.8283233
31266,6033964.84983706
31267,4212281.59801129
31268,4973363.65749358
31269,5744102.81679242
31270,5027781.24911381
31271,6048633.45051626
31272,14519109.9132765
31273,7164451.61705289
31274,5984850.29372962
31275,6353366.01001198
31276,5397413.01906853
31277,5855166.70385732
31278,13773843.3251024
31279,12210538.8466427
31280,5882468.53567321
31281,7039285.43619413
31282,11180128.2907023
31283,6415371.92342411
31284,3611452.27694988
31285,5155490.84416053
31286,6991196.06523575
31287,9567887.58884128
31288,5104167.33631992
31289,6016227.02176622
31290,6675118.76944831
31291,6146692.81314198
31292,4124054.11467687
31293,7160312.28528524
31294,4307470.97001742
31295,15484487.6718489
31296,9427387.82074499
31297,6956485.74784
31298,3998901.30048081
31299,9628832.78889236
31300,6562993.84634026
31301,6720886.56266376
31302,4691361.97515762
31303,7453198.04458247
31304,6958728.47657074
31305,8161556.69254782
31306,3721631.61194278
31307,6290435.4590474
31308,7543406.05247503
31309,8431673.54089989
31310,34554007.9216459
31311,5149633.51512694
31312,5597737.68625256
31313,8843930.88267745
31314,7572337.92305585
31315,9875898.82826953
31316,10954039.9084032
31317,16147020.6076099
31318,6450648.06987433
31319,7554831.50070058
31320,6282455.81870384
31321,6183775.50521181
31322,6672617.44333737
31323,7333512.41266506
31324,6174776.868397
31325,6353444.77805847
31326,6244775.40789886
31327,6914531.89361654
31328,11185396.6594753
31329,5259350.17646436
31330,9579464.64296389
31331,8036617.4884857
31332,6654017.43684289
31333,5977360.90627493
31334,5002518.44435916
31335,6817375.99882438
31336,7363113.73548301
31337,7108541.48035439
31338,4395047.11434411
31339,4978180.10291963
31340,6336411.23501882
31341,9737058.56713592
31342,3531132.08273109
31343,3926349.25221289
31344,4107353.08485966
31345,4858494.01731469
31346,4177086.60687407
31347,5779335.39334759
31348,9938407.90327923
31349,8123553.15598521
31350,3999732.7626998
31351,6397446.28428948
31352,8645877.63941735
31353,4765122.03693809
31354,8445990.74877382
31355,7373429.27032985
31356,5059030.20835756
31357,5230708.50518779
31358,2626465.23608839
31359,6389154.19247609
31360,7577011.7045424
31361,4440739.21019691
31362,10382555.9647997
31363,4945491.7279788
31364,3242985.90776338
31365,4044333.95158959
31366,5342692.59021493
31367,9141033.06162349
31368,6413989.36455768
31369,4670314.26924546
31370,8105800.44807152
31371,8309157.99317603
31372,6712725.77004856
31373,3963273.66358892
31374,6895073.42678865
31375,6898315.98709986
31376,7994741.84111796
31377,6568435.13665737
31378,5037663.57922644
31379,17577542.7309727
31380,4729428.53459083
31381,5924547.16262492
31382,6076733.07588713
31383,6941813.07433396
31384,15630629.5205799
31385,10229976.1162641
31386,8993892.01156694
31387,8645168.56818883
31388,5059126.70264039
31389,5171292.57362116
31390,7255190.64478282
31391,5028040.17858815
31392,6646977.36293835
31393,8781946.66512802
31394,5907947.89680504
31395,4262869.58954338
31396,7538307.26337841
31397,7489758.18217497
31398,3536244.35462149
31399,9199171.56816314
31400,4755225.58941786
31401,9182255.22278089
31402,8293933.66029638
31403,5802359.01238486
31404,5448249.6311625
31405,4874361.54170603
31406,6001270.71048922
31407,3974882.89121304
31408,6486885.25428475
31409,3285490.49714265
31410,7999905.21365077
31411,8082080.02759464
31412,9822528.2570437
31413,5770518.04726674
31414,3695449.22926339
31415,15158107.6793326
31416,5881739.28606476
31417,6153150.20303009
31418,6441721.81131975
31419,8391787.97044168
31420,9722138.14868126
31421,5147011.66917701
31422,6153226.48883245
31423,7362250.07848864
31424,9734551.67432313
31425,4644109.69836947
31426,5131435.83703568
31427,5867464.2306916
31428,7000015.82761651
31429,11934850.4777026
31430,4800892.62151657
31431,5207946.25347815
31432,5052082.63650849
31433,6186772.06390579
31434,4341499.16677497
31435,8448471.9685879
31436,9327548.53680519
31437,11373531.1076643
31438,7149401.66394314
31439,8101078.61386558
31440,6017512.3640114
31441,6172563.10395272
31442,7007703.81875693
31443,7289639.28996173
31444,5718162.95645677
31445,8683218.79285318
31446,11032901.6601033
31447,5927983.41312281
31448,5650525.76064586
31449,8543324.85600707
31450,6341954.97381627
31451,5956959.66461916
31452,10578633.6273183
31453,3804989.2904881
31454,4996501.34880301
31455,7386414.45611495
31456,5775908.1918175
31457,4529266.50415475
31458,15212501.3967327
31459,6681672.48570568
31460,5856713.65486254
31461,3787567.88724941
31462,4151214.03437628
31463,5349886.74208533
31464,8506471.72537753
31465,4855899.9937833
31466,32712331.6678369
31467,3901233.45862157
31468,9053166.54489481
31469,5787012.64177041
31470,5139869.74534648
31471,11530602.2742305
31472,2607855.73727565
31473,7655025.07600056
31474,3100058.42612462
31475,7347254.06806783
31476,11780044.1862085
31477,7842569.80690072
31478,5632862.12028076
31479,5423330.31064084
31480,9681132.45326789
31481,7878079.20115399
31482,9477056.73403035
31483,6573391.94775776
31484,6041594.29986947
31485,3677676.98816861
31486,3623609.88025778
31487,5454462.21930165
31488,13821977.8517396
31489,6812514.56808034
31490,4664972.57470442
31491,5019105.23968272
31492,7590355.41487224
31493,8422021.74254449
31494,6175507.11372972
31495,6232299.23973847
31496,6896559.68506807
31497,5250414.76789754
31498,6020554.6692195
31499,7505538.92334606
31500,10351551.0031859
31501,10685177.3000475
31502,9251219.40986399
31503,5636741.9798631
31504,9103415.90550364
31505,20035397.0469366
31506,7105728.65474181
31507,7516706.29657496
31508,6358324.24085737
31509,6653116.39901358
31510,6525565.9958944
31511,5775908.1918175
31512,5862955.86899591
31513,14822002.8696529
31514,21573004.6764847
31515,2309253.49906886
31516,8136974.67752952
31517,5495957.82258968
31518,6397342.56675042
31519,6522878.09886395
31520,6466878.49564142
31521,5003028.9432565
31522,5062558.27038659
31523,5607825.70168343
31524,7145564.04672333
31525,8474399.10627121
31526,5950322.27568192
31527,6904772.75848972
31528,4062909.25994819
31529,5930584.53220592
31530,6298653.49143758
31531,7695833.20266765
31532,5904337.44036348
31533,13106869.0167704
31534,6867032.82354356
31535,10528973.5399831
31536,5282316.94760042
31537,5006384.26448618
31538,4865091.85257667
31539,4007560.02036969
31540,9585861.76123892
31541,2682677.2551116
31542,5927932.53304282
31543,4038714.38491446
31544,5734431.33442991
31545,6571868.78738105
31546,11834724.5918027
31547,5966904.02547468
31548,5061636.20011199
31549,6086401.39951559
31550,5516000.53110867
31551,5103622.18143897
31552,7862452.39861985
31553,5347387.32135869
31554,7344598.93721114
31555,4409064.65386052
31556,7622003.78186919
31557,5766705.59252938
31558,9925374.72126804
31559,2701452.23852625
31560,7890869.39427337
31561,6728043.41475175
31562,13386630.9443659
31563,4548190.54660655
31564,7066506.19843598
31565,9332050.71788298
31566,5851214.62070888
31567,20432898.0910613
31568,5864857.23670841
31569,7739766.52649156
31570,6585621.34907429
31571,5138169.11508886
31572,3942694.04363173
31573,5695945.99647059
31574,8422238.60573961
31575,5956289.34429065
31576,5711045.42428568
31577,4938846.08806305
31578,9517960.48072163
31579,5141154.16763689
31580,6444056.69049737
31581,5601668.14232986
31582,6374054.89974617
31583,6526455.98356633
31584,4314472.45098993
31585,7637830.06965237
31586,11145551.0378489
31587,10368426.1350521
31588,8323013.16427706
31589,3983124.92189745
31590,4953941.27496066
31591,5677230.70817357
31592,6308031.17487305
31593,5676516.07478631
31594,7376798.29643746
31595,4788418.73689269
31596,4146331.61640212
31597,6358603.1804637
31598,3921103.0281614
31599,5800024.31917052
31600,6308331.97245818
31601,10650322.7139829
31602,5175965.03140196
31603,15999346.0769326
31604,4179393.73728443
31605,5740422.77725353
31606,6732870.25045387
31607,5692204.52384286
31608,5170636.69514554
31609,4541723.60829452
31610,6568422.60837163
31611,5380720.21128078
31612,6018051.8304981
31613,4675278.61695321
31614,11126371.176214
31615,9642892.6843137
31616,11744641.9551223
31617,4759181.69961965
31618,6782099.11400187
31619,6856726.02686141
31620,5079654.16714584
31621,5067180.80682553
31622,17311300.5884403
31623,11141597.6668127
31624,4756073.69834659
31625,7828334.75441607
31626,4865347.04354478
31627,7667299.58127141
31628,7788539.63856126
31629,7030020.62771683
31630,4170192.73937918
31631,6171621.3172708
31632,13298298.7114391
31633,4938375.10535956
31634,7793502.9437623
31635,11594624.6895498
31636,6614158.96569404
31637,5068345.55898723
31638,7766377.16967561
31639,4017283.26498501
31640,8331764.82646489
31641,4257721.85081225
31642,2768117.05723241
31643,5873824.3346696
31644,8282891.14948749
31645,5613925.7829901
31646,7161445.92375767
31647,5799294.22888125
31648,8709384.57794969
31649,6052003.15035692
31650,6450174.39725379
31651,7985803.44275238
31652,6683820.24213178
31653,6050820.07961897
31654,5551019.69728938
31655,5056300.18306873
31656,14912091.6525297
31657,6967726.55904514
31658,5179115.27626189
31659,6743640.3951002
31660,5765110.94066184
31661,5941448.04042381
31662,7081611.26828788
31663,4244533.57393938
31664,4048482.32943255
31665,5096943.896808
31666,5471801.24906908
31667,8767620.1617761
31668,7518226.17023987
31669,7129724.19021873
31670,7076912.3559188
31671,5607643.87126129
31672,7847006.26145745
31673,6006584.24547753
31674,8715142.48114337
31675,6117219.50402524
31676,7263221.23025181
31677,4658477.30826815
31678,3854510.61236271
31679,6885276.09180657
31680,7710231.72141086
31681,6448372.29862512
31682,3012478.12043547
31683,7655952.28317307
31684,5029761.91913715
31685,4002644.24213061
31686,9207211.16059103
31687,8569028.22799767
31688,10631528.6627135
31689,4219397.9504727
31690,7834234.86608891
31691,4103387.00081526
31692,5260002.25894329
31693,6453281.58555266
31694,7252900.78744954
31695,7177144.06774485
31696,3875165.77449518
31697,5034945.08409733
31698,3838875.51530793
31699,5113887.67017212
31700,5218834.66132029
31701,8145188.92702033
31702,5013455.45593266
31703,6572627.18937262
31704,6087312.76570859
31705,6969700.38658324
31706,4581419.43058952
31707,10342472.7377763
31708,7181888.98414994
31709,5050574.81428835
31710,9557983.34911332
31711,6838127.98249572
31712,6337094.11653115
31713,6036883.05547155
31714,5591767.1810168
31715,5602517.61144294
31716,5935478.85840679
31717,9973766.74608184
31718,5583587.43565586
31719,7063750.42503294
31720,4115453.74592219
31721,4571664.70619626
31722,5962694.55278909
31723,5175560.27998714
31724,4956133.90369518
31725,5740422.77725353
31726,10552335.1971725
31727,5329095.57488597
31728,5140977.66311177
31729,6319772.91547152
31730,3949656.27049642
31731,6885775.14959822
31732,7308071.29793734
31733,4622943.31827932
31734,5266788.71129583
31735,2714675.18447876
31736,6371909.45388419
31737,4966756.35004151
31738,6028535.10460357
31739,5734518.83559087
31740,6063054.37718644
31741,8446965.42678332
31742,10702228.8723167
31743,7479394.02715004
31744,4690713.28531511
31745,4741897.98025845
31746,6970704.12945943
